30127;DĘBLIN ST- 49;51.563413;21.870584
37001;DĘBLIN ST- 50;         ;         
30128;DĘBLIN ST- 51;51.565157;21.833160
30622;DĘBLIN ST- 52;51.562239;21.832581
30730;DĘBLIN ST- 53;         ;         
30623;DĘBLIN ST- 54;51.547855;21.882451
30624;DĘBLIN ST- 55;51.546770;21.880663
30630;DĘBLIN ST- 56;         ;         
30632;DĘBLIN ST- 57;         ;         
30642;DĘBLIN ST- 58;         ;         
30643;DĘBLIN ST- 59;         ;         
30644;DĘBLIN ST- 60;         ;         
30645;DĘBLIN ST- 61;         ;         
30651;DĘBLIN ST- 62;51.563398;21.840434
30652;DĘBLIN ST- 63;         ;         
31691;DĘBLIN ST- 63;         ;         
30655;DĘBLIN ST- 64;51.555094;21.852129
30669;DĘBLIN ST- 65;51.574369;21.835989
30705;DĘBLIN ST- 66;51.545503;21.882691
30706;DĘBLIN ST- 67;51.563875;21.830105
30738;DĘBLIN ST- 68;         ;         
30731;DĘBLIN ST- 69;51.564760;21.828504
30737;DĘBLIN ST- 70;51.544492;21.879406
30740;DĘBLIN ST- 71;51.559378;21.848292
30751;DĘBLIN ST- 72;51.571101;21.864102
30752;DĘBLIN ST- 73;51.573869;21.865690
30753;DĘBLIN ST- 74;51.575457;21.866977
30755;DĘBLIN ST- 76;51.565133;21.857572
30892;DĘBLIN ST- 77;         ;         
30912;DĘBLIN ST- 78;         ;         
30915;DĘBLIN ST- 79;         ;         
31509;DĘBLIN ST- 80;         ;         
30939;DĘBLIN ST- 81;51.570039;21.829383
30940;DĘBLIN ST- 82;51.569545;21.827838
31510;DĘBLIN ST- 84 Zamrażalnia;51.580250;21.860975
31091;DĘBLIN ST- 85;         ;         
31511;DĘBLIN ST- 86;51.562938;21.838015
31102;DĘBLIN ST- 87;         ;         
31127;DĘBLIN ST- 88;         ;         
31129;DĘBLIN ST- 89;51.575636;21.854708
31130;DĘBLIN ST- 90;51.568301;21.851184
31155;DĘBLIN ST- 91;         ;         
31364;DĘBLIN ST- 93;         ;         
31410;DĘBLIN ST- 94;51.577244;21.829408
31486;DĘBLIN ST- 95;         ;         
31498;DĘBLIN ST- 96;51.555372;21.848588
31622;DĘBLIN ST- 97;51.572336;21.891469
31619;DĘBLIN ST- 98;51.574750;21.818528
31681;DĘBLIN ST- 99;         ;         
60763;DĘBNIAK  [4/47];         ;         
30074;DŁUGOWOLA 1;51.604000;21.695181
30921;DŁUGOWOLA 2;51.606522;21.681492
35045;DOBRE 1;51.274169;21.898781
35046;DOBRE 2;51.269689;21.902600
35047;DOBRE 3;51.275386;21.885375
31617;DOBRE 4;51.266792;21.905161
